word,mu,scale,A,B,C,theta,jump,maxRhat,medianRhat,lastRhats,divergent,total.freq,median.daily.p,mean.daily.p,sd.daily.p,freq.acorr,lpcor
mental/nnp,-12.4710387,0.472214252,0.393829078,0.751097288,-0.136918105,0.35095422,1.87503329,1.041389374,1.002414656,1.041389374,0,9.803446198,-12.25473593,-12.32449334,0.891552561,0.347019149,0.971752127
mention/nn,-11.06312779,0.096896163,0.191605536,0.449504975,-0.116981107,4.276583694,0.218252726,18.33282939,1.628984443,18.33282939,0,10.82562118,-10.98661106,-10.99348369,0.261944002,0.324657365,0.616673155
mentions/nns,-12.33351857,0.310754746,0.077906309,0.437427827,-0.049655975,1.339865534,0.990379329,1.01295849,1.000438913,1.011140188,7,9.555135024,-12.30240698,-12.33656572,0.443532323,0.184507539,0.942841067
mention/vb,-10.75379305,0.15679331,0.067290683,0.782052562,-0.227981819,1.247233557,0.275344229,1.042298099,1.000353816,1.042298099,0,11.08377199,-10.72433299,-10.72433811,0.216859821,0.365737109,0.949315216
mentor/nn,-11.83925707,0.306498727,0.060694317,0.593608538,-0.138760589,2.375637308,1.809909512,1.017822762,1.00017466,1.017822762,0,10.04966366,-11.84444566,-11.83107814,0.460794922,0.374890813,0.975852707
menu/nn,-10.530667,0.285457436,0.452976105,0.622379701,-0.192803316,4.546235245,0.763935863,1.006191463,1.000903477,1.002218161,1,11.54091021,-10.29265173,-10.31105842,0.379952475,0.502340136,0.935082606
menu/nnp,-11.54357657,0.111802316,-1.889933153,0.992963955,-0.18793441,2.478470348,6.500276286,1.025026209,1.00631761,1.025026209,0,10.26444332,-12.53303822,-12.37250669,1.320268805,0.95759988,0.895890165
menu/vbp,-12.35731534,0.253950553,-0.140033679,0.853257215,-0.331863625,4.897083771,1.007139779,1.014862668,1.003563196,1.006781173,1,9.450144364,-12.39829461,-12.46491122,0.561514787,0.465939028,0.881491631
me/prp,-7.440754347,0.102830925,0.164264068,0.739742067,-0.129759682,2.358894333,1.370933575,1.868679434,1.012371341,1.868679434,0,14.41988773,-7.3641626,-7.367500002,0.142457373,0.616518112,0.942213419
mercedes/nnp,-11.57309101,0.722013897,0.625093342,0.512294781,-0.0269823,3.782168758,0.907506721,1.013264196,1.001034324,1.011620898,1,10.85431497,-11.29466658,-11.27018683,0.870200063,0.449921212,0.974839235
mercer/nnp,-12.80670392,0.542447513,0.491681979,0.593159404,-0.114304639,0.546895034,1.82390695,2.451100114,1.002788138,1.083191697,42,9.57129614,-12.62908095,-12.59756252,0.893179293,0.286152494,0.974402141
merchant/nn,-13.13318553,0.53338284,0.281846751,0.48911281,-0.104952158,2.830535107,2.649015308,1.411641121,0.999975954,1.008144967,91,9.115040192,-13.03049976,-13.04956789,0.816688253,0.510504505,0.951683934
merck/nnp,-12.85992501,0.990041389,-0.288319093,0.529298151,0.084487668,0.630248886,1.180854426,1.307161468,1.000611718,1.012544984,90,9.572201843,-13.15896817,-13.02637934,1.250453969,0.395935754,0.98993216
mercury/nn,-13.72672561,0.881295413,0.309978793,0.769553047,-0.132615536,0.543061694,0.783578127,3.749629212,1.051121637,3.749629212,69,8.862483576,-13.57666013,-13.53793841,1.027951536,0.358705666,0.959505115
mercury/nnp,-12.20860045,0.553563053,0.455354309,0.894487283,-0.2174351,0.363425282,1.381072367,1.03522152,1.002044013,1.03522152,0,10.29853189,-12.0540208,-11.98560717,0.884998347,0.497945117,0.977073649
mercy/nn,-12.40213279,0.47442336,-0.100109393,0.507826419,-0.109686743,2.613452645,3.406367377,1.003624132,1.000050204,1.00238377,0,9.755857236,-12.48692048,-12.41379023,0.742685367,0.597467079,0.979199844
mercy/nnp,-12.61891607,0.834375747,-0.129056745,0.549874225,-0.051418938,1.498104686,0.400505426,1.009410833,1.000072585,1.009410833,0,9.492130119,-12.68474932,-12.72944543,0.956298462,0.36015661,0.980712937
meredith/nnp,-12.78400361,0.487998158,0.720651783,0.541385173,0.075335592,0.805280976,2.266794183,1.017637129,1.00029815,1.013980676,0,9.80477158,-12.44889475,-12.4370604,0.932476142,0.344498694,0.956069689
mere/jj,-11.06020295,0.174687083,-0.099021207,0.823280605,-0.014434374,0.541332582,0.440183561,1.009472899,1.000017141,1.009472899,0,10.69298982,-11.11733223,-11.12445732,0.250305484,0.451360836,0.93486639
merely/rb,-10.77652352,0.127449823,0.095921921,0.593788625,-0.087884847,1.540197556,1.597237538,1.037641295,1.001180684,1.037641295,0,11.06759103,-10.72817908,-10.73949948,0.210547459,0.291504476,0.957282262
merger/nn,-10.5142729,0.597919093,-0.646808203,0.646422912,-0.073012574,1.354366156,0.986988366,1.010308276,1.00105672,1.0084865,0,11.26638534,-10.79429131,-10.85015017,0.76607812,0.362244213,0.963073906
mergers/nns,-12.52015358,0.594274915,-0.134074794,0.525321423,-0.037360018,2.440207243,0.83012438,1.152000301,1.010601193,1.103824824,0,9.481664378,-12.59811351,-12.64125001,0.808601146,0.347411302,0.961729742
merge/vb,-12.74307013,0.485035964,-0.022282304,0.434462266,0.150449196,1.823880893,1.81491151,1.015869361,1.00019628,1.015869361,0,9.279399908,-12.77815319,-12.81708216,0.773226352,0.376149125,0.961973322
merging/vbg,-12.98992343,0.332442811,-0.166682678,0.651617506,0.125432123,1.075658502,2.008064733,1.284562464,1.000682721,1.025238759,190,8.874867636,-13.10290818,-13.16464947,0.743356245,0.383161978,0.924488535
merit/nn,-12.46206462,0.328791862,0.403242441,0.608434764,-0.020289029,2.151350786,2.44433106,1.008402477,1.000007083,1.008402477,0,9.679280936,-12.29047718,-12.28576452,0.5961314,0.49386324,0.936547409
merits/nns,-12.23818978,0.308998818,-0.050179237,0.49984215,-0.018858109,2.5363572,2.871329615,3.86687217,0.999982406,1.002366864,0,9.658034484,-12.27174295,-12.29600185,0.539222011,0.479611628,0.947983911
merkel/nnp,-10.78941533,0.818070862,0.143377119,0.696386579,-0.12603126,3.240212965,1.232551723,1.135518836,1.030493509,1.031451758,0,11.61533764,-10.6285203,-10.69729517,1.095398962,0.557134932,0.997701589
merrick/nnp,-12.8578811,0.662291076,-1.047204042,0.82497425,-0.221595981,2.310274394,1.873353506,2.74859136,1.00048735,1.002596021,266,9.233177606,-13.38591023,-13.27919937,1.231630785,0.672917143,0.958264999
merrill/nnp,-12.36182907,0.555418481,-0.274278165,0.53430503,-0.046147234,2.648285525,2.645899708,1.013240457,1.000489667,1.013240457,0,9.738318055,-12.54356698,-12.51685407,0.845594851,0.729218148,0.969165738
merritt/nnp,-12.94178581,0.962089212,-0.620761006,0.727776358,-0.11593584,0.96611842,0.296230453,1.423762031,1.000248681,1.011730593,0,9.37712519,-13.20638472,-13.11586448,1.119342121,0.456726385,0.96726092
merry/nnp,-14.12685024,0.656521517,0.051639576,0.920774494,-0.211683143,1.716462501,0.195147436,1.022935437,1.000580114,1.015075041,4,8.887376485,-13.92026078,-13.68013724,1.272937841,0.829409921,0.966839761
meryl/nnp,-14.09346274,0.86155882,0.770238297,0.846515075,-0.268489083,1.703120843,0.369548743,1.616013664,1.017767096,1.383876679,87,9.320539164,-13.60678687,-13.39178659,1.293316292,0.663914215,0.962119233
mesa/nnp,-12.60912931,0.770946109,0.078260612,0.52467695,-0.059878368,3.039752042,1.265498789,1.018272418,1.000713491,1.012235502,0,9.649046814,-12.60147872,-12.60944229,0.985871551,0.379020613,0.983864524
message/nn,-8.815485449,0.119718539,0.035402004,0.624842724,-0.093021802,3.511302548,3.038732605,1.012893471,1.002058101,1.006396829,0,13.00116025,-8.791834777,-8.79555367,0.171109652,0.535963758,0.994755821
messages/nnp,-13.91257735,0.871007034,0.667167265,0.693881004,0.055891235,0.721635882,0.179236915,2.571716607,1.000181488,1.029033124,3,8.826881344,-13.54839683,-13.48208321,1.018950025,0.473206211,0.941201103
messages/nns,-9.95997555,0.256422126,0.202275255,0.649068009,0.022533543,1.371036169,0.630344569,1.010724465,1.000506204,1.010724465,0,11.97281563,-9.85851236,-9.86445335,0.317526421,0.505934649,0.975577885
messaging/nn,-11.63262341,0.435476778,0.020811437,0.491447546,0.064275257,2.677678935,1.351835664,1.025137651,1.00050146,1.025137651,0,10.32374275,-11.61574457,-11.64807269,0.598712559,0.396432669,0.981347906
messenger/nn,-12.79925518,0.368801992,-0.367699636,0.746092619,-0.004073096,0.6500699,1.430764329,1.560670332,1.012087675,1.106165406,1,8.956479848,-13.02256661,-13.06170449,0.711708349,0.374446515,0.92225135
messing/vbg,-13.16925163,0.405042724,0.24582029,0.675629973,-0.088096236,0.75909329,0.508582393,1.042636802,1.001351347,1.042636802,169,8.833899943,-13.0582758,-13.12000396,0.623206981,0.313377257,0.898131108
messi/nnp,-12.51855543,0.963129499,-0.029374722,0.7029033,-0.007710376,-0.11876576,1.61160321,1.061830728,1.003019347,1.061830728,0,10.22958473,-12.64129228,-12.54270744,1.524923748,0.256555138,0.995872475
mess/nn,-11.10006702,0.188881227,0.094713829,0.515258863,0.020970896,2.746585588,3.070389549,1.015135828,1.000114591,1.015135828,0,10.78404747,-11.06195609,-11.04641044,0.304563647,0.424209501,0.966988944
mess/vb,-12.85000798,0.220934316,0.156366228,0.385963448,0.066875081,1.605930317,3.010444913,1.029315557,1.000487158,1.024287935,0,9.088850474,-12.78198006,-12.82210197,0.518813186,0.21420708,0.903964362
messy/jj,-12.49737574,0.280849138,0.150778717,0.488191733,-0.069325453,3.341826952,2.340914588,1.024970338,1.000798989,1.024970338,331,9.419222714,-12.43859933,-12.46894781,0.463884737,0.249399864,0.920586338
metabolic/jj,-13.526114,0.6418286,0.690906665,0.632255831,-0.026111778,2.476928968,1.450629154,1.02486079,1.000493038,1.024427928,1,8.931551967,-13.1924378,-13.22140398,0.995939319,0.430767192,0.946521482
metadata/fw,-14.21440396,0.65781615,0.422652944,0.966830457,-0.14842237,2.35719037,0.453466655,4.666946363,1.042745579,1.602812931,64,9.325453179,-13.01665268,-12.642368,1.903690411,0.89230904,0.986135597
metadata/jj,-15.09361725,0.994330358,2.202188087,0.959251836,-0.2650976,1.614031643,0.559418557,3.545687641,1.094561872,1.802619567,117,11.00098255,-12.69374574,-12.38626506,2.249202628,0.912472716,0.971265465
metal/jj,-12.96636961,0.586555231,0.092417388,0.671954544,-0.122420633,1.11440474,0.469905709,1.002827386,1.000059915,1.002827386,0,9.081711229,-12.94875832,-12.95886616,0.753903639,0.451029974,0.951383185
metallic/jj,-13.17547293,0.633929285,0.157265892,0.736891497,0.071194157,0.356749408,0.384256969,2.763717964,1.000028893,1.001290741,8,9.003193194,-13.11142628,-13.13480961,0.790163192,0.462115863,0.944298167
metal/nn,-10.68851874,0.371112868,0.033259927,0.685529999,-0.077887684,1.073805093,0.482316346,1.003801296,1.000099025,1.003801296,0,11.2075681,-10.6746108,-10.67399298,0.425631971,0.526335466,0.994239668
metal/nnp,-13.273432,0.841975557,0.16483112,0.762143043,-0.138902072,0.856504817,0.386462878,1.010630436,1.000243379,1.010630436,0,9.325007447,-13.12370447,-13.02944377,0.988265266,0.509611372,0.971036073
metals/nns,-11.91050292,0.615150381,-0.503499221,0.610184584,-0.027349164,2.065129447,0.675673758,1.005615664,1.000318587,1.005615664,0,9.912199493,-12.14243457,-12.22482707,0.836774594,0.450898123,0.95998124
meta/nn,-13.59702309,0.547297966,1.160384615,0.761122573,-0.136096176,1.638421774,1.130291381,2.823868964,1.000286177,1.012141274,52,9.076694687,-13.03355402,-13.07305012,0.940665155,0.54363997,0.888594248
metaphor/nn,-12.65025403,0.353769892,-0.110079076,0.513666675,-0.009356201,2.111978368,0.766253949,1.018773989,1.000286368,1.018773989,33,9.158204618,-12.72650954,-12.76902647,0.553308803,0.225124785,0.928695831
meteor/nn,-13.33126275,0.932276537,0.98828626,0.736820777,-0.046633851,4.290660309,1.06766904,1.041691179,1.002691488,1.041691179,1,9.90628364,-12.9208157,-12.75031336,1.427227893,0.679697423,0.966754068
meteors/nns,-13.82911252,0.866818745,0.779326876,0.816333312,-0.073801904,2.746642956,1.523362408,2.031504985,1.001774577,1.030267905,157,9.347664563,-13.5243665,-13.25228632,1.500113669,0.538190441,0.976067234
meter/nn,-11.78739845,0.515834852,-0.121793577,0.922126092,-0.247024871,0.684756449,0.360400439,1.012000596,1.000098903,1.010379505,0,10.59307842,-11.81373864,-11.73327155,0.778168615,0.884400749,0.986169251
meters/nns,-11.11156827,0.394726694,0.027815158,0.728349935,-0.104821907,2.744183104,0.578421744,1.022130412,1.001487159,1.022130412,1,10.84181371,-11.09289987,-11.09229959,0.548409493,0.742875799,0.989978439
methane/nn,-11.91664216,0.709914357,-0.646521755,0.633518317,0.100580968,1.013506309,1.321770803,1.571007923,1.000686877,1.015464025,34,10.08364009,-12.18844778,-12.2457412,1.071001968,0.43446309,0.969816946
method/nn,-10.73015356,0.261746788,0.105443215,0.507552638,0.04076427,2.816060065,2.177175818,1.001391189,0.999999542,1.001391189,0,11.18326796,-10.67035029,-10.68586183,0.363982288,0.447867859,0.985622494
methods/nns,-10.66672046,0.22559273,-0.008715322,0.475291933,-0.024234184,3.534984403,2.86791415,1.007612498,1.00000159,1.007612498,0,11.17057599,-10.66632247,-10.67492614,0.30714456,0.387681653,0.988697303
metlife/nnp,-13.24143368,0.776243692,0.165020614,0.688950464,0.04354076,1.381765422,2.073131291,1.011960124,1.000478716,1.011960124,0,9.509852196,-13.25076708,-13.1184561,1.338789396,0.355652112,0.987919967
met/nnp,-12.40790986,0.687208162,0.436655239,0.708443137,-0.097798239,1.277616003,1.323632378,1.007298624,1.000841178,1.005989857,0,10.13130019,-12.24996592,-12.21043472,0.986940576,0.583473265,0.980119951
metoo/nnp,-12.91930572,0.544961941,1.996186113,0.779493547,-0.037367631,3.608544264,0.954182697,3.323820322,1.052813281,1.626483529,1356,9.476926481,-11.0286559,-11.06019782,0.917441714,0.660978078,0.98018943
metre/nn,-13.02832436,0.498980972,-0.009205288,0.731109141,-0.154851959,0.429122625,1.321849018,1.615621568,1.000377637,1.018041419,32,8.961750799,-13.03178178,-13.10042752,0.829396789,0.353005679,0.958001319
metres/nns,-11.976651,0.422870639,-0.093128572,0.814572853,-0.101662539,0.632587858,1.267298293,1.005786851,1.000185751,1.005786851,0,9.946211737,-12.05782203,-12.05238468,0.680574124,0.509560492,0.976389475
metric/jj,-11.80946852,0.370479132,-0.066873399,0.418874682,0.11237116,3.554982654,0.710169816,1.002282206,1.000018772,1.002282206,1,10.05633739,-11.84211186,-11.87685005,0.497593326,0.360858516,0.968298469
metrics/nns,-12.03250195,0.373420157,0.259549238,0.381675596,0.062019161,2.857629504,2.409500082,1.005567101,0.999988547,1.005567101,0,10.00757726,-11.90720154,-11.95253409,0.557899801,0.331704758,0.963497598
metro/jj,-12.77019326,0.538373254,-0.114476842,0.631350198,-0.202696053,2.337452178,2.091678582,1.082294809,1.001599815,1.073606023,0,9.293025739,-12.85882384,-12.87408336,0.831557615,0.523154745,0.963539673
metro/nn,-12.5702774,0.547600796,0.033096118,0.64556856,-0.14684474,3.172063668,3.09533887,1.021306656,1.000675645,1.021306656,0,9.84001513,-12.59940878,-12.55550891,0.852570496,0.657753772,0.97457358
metro/nnp,-11.24948178,0.525759974,0.101047527,0.598240522,-0.066267536,2.367673272,1.53010684,1.134187362,1.006376089,1.134187362,0,10.85938354,-11.21815745,-11.18609566,0.670048521,0.477758594,0.994649561
mets/nnp,-11.72672753,0.779417027,0.133938925,0.86760506,-0.274340797,2.026642386,1.459753923,1.723736942,1.024852957,1.053672614,124,10.77812261,-11.37659773,-11.62602354,1.331798887,0.550108529,0.992217934
mets/nnps,-12.24447924,0.66063654,0.183950456,0.927440182,-0.268425362,1.734793637,1.69084784,1.418923053,1.005477911,1.0318914,45,10.29099234,-11.75542151,-12.0358176,1.32093077,0.583079754,0.988295862
mets/nns,-12.17308281,0.635023756,0.99367,0.944990503,-0.253204324,1.009934257,1.829061091,1.973270004,1.005292527,1.017344002,183,10.78109982,-11.37037127,-11.63611979,1.362635495,0.543558481,0.970027453
met/vbd,-9.555224293,0.169697689,0.188255254,0.699694845,-0.134718692,3.509762864,0.766663896,1.006849551,1.000657679,1.00616658,1,12.3394534,-9.465363711,-9.465028888,0.232942648,0.56680272,0.965728289
met/vbn,-10.22186641,0.143163556,0.152883827,0.58450086,-0.033857174,3.362770548,3.064899671,1.00224824,1.000002051,1.00224824,0,11.65622895,-10.14591565,-10.14741992,0.220170515,0.511638435,0.963384975
mexican/jj,-10.80578439,0.492191538,-0.458736008,0.704492762,-0.083289562,4.201616275,0.95832877,1.025805134,1.005546961,1.025805134,0,11.04527107,-11.04801872,-11.02950634,0.704582565,0.707308016,0.97410866
mexican/nnp,-10.83956457,0.475258802,-0.358194513,0.67077407,-0.034862917,2.383577252,1.616871891,1.021120846,1.001200177,1.018841128,0,11.03311389,-11.02666532,-11.01680719,0.68716571,0.648773012,0.984287274
mexico/nn,-15.43302404,0.320001998,2.637381352,0.992332278,-0.882550497,1.1680321,4.833097455,1.443656378,1.000758112,1.01516301,301,9.070043286,-14.56508273,-14.10394582,1.499593995,0.695392437,0.863523168
mexico/nnp,-9.185969395,0.365894641,0.21822597,0.733385144,-0.051010965,3.323046532,1.913866616,1.040540407,1.014965847,1.021059264,0,12.87721192,-9.132321315,-9.075153697,0.54083041,0.685546893,0.993048006
mexico/vbp,-14.69733625,0.557556316,2.832989005,0.944269967,-0.143987948,1.397276598,1.964859892,4.512000216,1.055005848,2.209150208,254,9.198874894,-12.07356335,-12.21717814,1.339632426,0.808577484,0.919320792
meyer/nnp,-11.69752007,0.710994474,0.184876183,0.524198807,-0.022475358,2.622949664,0.985208925,1.00720878,1.000638643,1.00720878,0,10.50476612,-11.68014261,-11.62155501,0.843846551,0.387681653,0.993591697
meyers/nnp,-12.98553731,0.7154253,0.726219558,0.667246172,-0.047955087,0.574660828,1.357160586,1.845483132,1.002053857,1.065151154,27,9.639912555,-12.67683516,-12.65859762,1.052054335,0.427245309,0.966049232
miami/nn,-14.71434348,0.558785554,4.113609953,0.978005412,-0.13390399,0.994939733,3.53367424,3.331300697,1.003186213,1.019111704,103,11.68119881,-13.64472421,-12.40979214,2.519264338,0.784432589,0.888383804
miami/nnp,-9.178762872,0.340400955,0.176626629,0.664248136,-0.085656502,4.203374494,2.450803536,1.211800685,1.068420766,1.069822477,0,12.81937543,-9.090096376,-9.068731583,0.457982039,0.630111994,0.993403321
mia/nnp,-13.14577636,0.785378552,0.493251436,0.53485228,-0.078099523,3.409366221,0.972055483,1.007634987,1.000077104,1.006654001,0,9.333972932,-12.91631782,-12.94155916,1.000580797,0.410254984,0.966499638
micah/nnp,-13.68324932,0.800042984,0.569355671,0.762917317,-0.189610455,1.384796554,0.328234609,1.312033158,1.017168028,1.102222007,0,9.080345575,-13.35702024,-13.33181568,1.054829344,0.758365098,0.95500788
mice/nn,-12.37449976,0.6436221,0.937363475,0.712006763,0.048150529,0.765769056,1.481581429,1.014351446,1.000385884,1.012738982,0,10.34528459,-11.82868407,-11.90524269,1.06853182,0.495070284,0.952139236
mice/nns,-13.43789749,0.696774009,0.629457982,0.524281551,0.042658435,4.184932882,0.94610933,1.026434557,1.000282042,1.026434557,4,8.948845729,-13.1321731,-13.17664082,0.979401579,0.425472264,0.948982338
michael/nnp,-8.600576513,0.191212495,-0.031236986,0.628982193,-0.112652156,4.011413773,3.465146258,1.027290956,1.002310114,1.022509855,0,13.2142185,-8.627640746,-8.605550368,0.261420036,0.624763798,0.99875266
michaels/nnp,-13.37721877,0.650512367,0.552369353,0.606884139,0.028469989,-0.057885731,1.454060659,1.74024855,1.000486616,1.010982685,170,9.050288984,-13.1553586,-13.17239901,1.018964693,0.314582947,0.968595723
michele/nnp,-12.35296974,0.638118819,-0.554415526,0.52473524,-0.021836042,1.685997554,1.047278888,1.39967886,1.000163822,1.009275578,106,9.497697392,-12.65085363,-12.66408548,0.830909829,0.378178569,0.957689241
michelle/nnp,-10.40676603,0.463203542,-0.278323688,0.670656915,-0.045042902,1.836842089,1.411373514,1.007116792,1.000740335,1.007116792,0,11.47898598,-10.56910064,-10.54315856,0.631954406,0.545987218,0.989311366
michel/nnp,-11.63359588,0.661011398,0.043845935,0.592089403,-0.099827169,3.226069201,1.379327053,1.024376342,1.001516739,1.024376342,0,10.50347723,-11.61545737,-11.63016117,0.850099343,0.390144853,0.99144799
michigan/jj,-14.96400799,0.62849176,3.917353536,0.974461407,-0.1766069,1.136698109,3.042502788,1.613986882,1.001260042,1.025568783,78,11.13172361,-13.32859147,-12.38403343,2.440778347,0.786989129,0.901548887
michigan/nn,-15.40869894,0.605817004,4.381353971,0.95445276,-0.344441214,1.10313305,2.390283217,2.080367898,1.000798972,1.012790763,225,10.12145775,-12.45980386,-12.63324233,2.024425431,0.626808517,0.816482175
michigan/nnp,-9.185657972,0.4333271,0.235774235,0.71142912,-0.079400726,3.774197552,1.960789018,1.171410302,1.039828837,1.164441067,0,12.90713095,-9.136556853,-9.065609697,0.614224435,0.596753014,0.993733802
mich/nnp,-11.37440188,0.521144424,-0.597784722,0.620173741,-0.09938156,1.90873946,1.152679472,2.440140444,1.046604344,2.440140444,0,10.43084576,-11.68788667,-11.65245139,0.716006689,0.449808872,0.961475429
mic/jj,-13.3095699,0.580467473,0.319365086,0.733761668,-0.083470146,0.71409982,0.265680199,1.624626774,1.000318086,1.025925797,90,8.891649113,-13.13850293,-13.17981557,0.761220291,0.496378194,0.926453145
mickey/nnp,-12.75466204,0.767993157,0.479725564,0.535502528,-0.054672586,1.878229928,0.618728927,2.054729617,1.000140926,1.017164922,25,9.627734051,-12.57434069,-12.54275251,0.937638201,0.361923444,0.97467724
mick/nnp,-12.85957795,0.683644043,0.864931439,0.647125809,-0.074021106,2.024568728,1.642501545,2.628827614,1.000241906,1.005541416,0,9.823469845,-12.4727312,-12.46412489,1.025048764,0.489093113,0.951453053
mic/nnp,-13.28694741,0.391191948,0.002079212,0.87592031,-0.37403067,1.517587561,2.839508683,2.745703783,1.001331407,1.019725838,67,8.851663425,-13.35553013,-13.36838757,0.949235247,0.443872425,0.943428454
microbes/nns,-13.09414864,0.601083227,0.53507075,0.725360009,-0.041371111,0.900094713,1.83382208,1.023605197,1.001009883,1.023605197,0,9.387649387,-12.8407038,-12.87604953,1.076236543,0.3849115,0.967977616
microbial/jj,-13.47472018,0.613328811,0.466802148,0.745896798,-0.113285906,0.496717064,1.605763708,3.263915056,1.000697963,1.012007709,12,8.905579958,-13.28897806,-13.30365821,1.036508805,0.373718662,0.967698868
micro/nn,-12.68324748,0.413176938,0.021087969,0.477115255,-0.078356072,3.434043765,2.509852299,1.003606376,0.999929177,1.003167027,0,9.255313738,-12.68666782,-12.73204764,0.650063444,0.183529922,0.949768039
micro/nnp,-13.26484728,0.918310506,0.469957381,0.572965858,-0.111057814,1.440897908,0.454953817,1.045327542,1.00229662,1.045327542,0,9.373564053,-13.03492024,-12.9809307,1.040925153,0.271044204,0.973711666
midday/nn,-12.14061014,0.417242946,-0.166548106,0.596014195,-0.073163746,1.512966667,0.446570641,1.020388234,1.000455827,1.020388234,0,9.681780469,-12.21727234,-12.25888824,0.56926156,0.342769308,0.950760296
middle/jj,-10.12699197,0.219007669,0.146516003,0.635842383,-0.193425968,2.869224771,2.932163967,1.002836191,1.000744588,1.002021948,0,11.79346962,-10.08358486,-10.03926161,0.321027999,0.523953173,0.987844899
middle/nn,-9.830354752,0.131408343,0.088381655,0.620389492,0.145909099,1.785964573,0.680352733,1.01489695,1.000094329,1.01489695,0,12.00167111,-9.787846795,-9.782847733,0.181358605,0.471540293,0.974586433
middle/nnp,-9.659563931,0.230208968,0.017417873,0.751926701,-0.187890822,4.930412437,0.784954263,1.011083312,1.001825767,1.006557377,1,12.18273749,-9.66860093,-9.65242136,0.328781022,0.655262935,0.997288762
mideast/nnp,-13.23421007,0.653226715,0.384282968,0.602362842,-0.045644105,2.053152003,0.960976771,3.885368415,0.999982618,1.003615577,125,9.012499004,-13.04996964,-13.09592396,0.887005131,0.30988851,0.960287486
midfield/nn,-12.06497626,0.723132459,-0.283026713,0.4231347,0.171258546,3.222405531,0.922816033,1.011314604,1.00068913,1.011314604,0,9.84394984,-12.17412886,-12.25135785,0.964123205,0.419763214,0.979006337
mid/jj,-10.39613901,0.162342394,0.034192305,0.749239906,-0.221151629,3.241665944,0.739128218,1.010611949,1.000318893,1.010611949,0,11.43135743,-10.38139019,-10.38879186,0.242546525,0.479559455,0.974084719
midnight/nn,-10.84789017,0.43766431,-0.15142678,0.665190872,-0.007191994,2.071635419,1.417728449,1.014750281,1.00076714,1.009343096,0,11.07751648,-10.94036895,-10.89271897,0.607290198,0.629203302,0.994876337
midnight/nnp,-13.66594427,0.811150368,0.860597083,0.675637964,-0.129096446,0.592438422,0.461368869,1.977950333,1.000008903,1.007720629,99,8.926118971,-13.2383355,-13.23577443,0.935202345,0.357866279,0.925834528
mid/nn,-10.1065349,0.198596255,-0.009015254,0.479892574,-0.091299894,1.905275192,4.675377965,1.010893794,1.00028696,1.010893794,0,11.84638603,-10.09590067,-10.03280117,0.408974754,0.515227518,0.99712103
mid/nnp,-12.16500416,0.519098859,0.062130016,0.667315616,-0.117495023,0.820692288,0.493892933,1.010561228,1.000145503,1.010561228,0,9.833172379,-12.12558113,-12.12636708,0.5987665,0.4570425,0.977529042
midseason/nn,-12.90592173,0.461509316,-0.091807242,0.796849422,-0.164035097,3.203367891,0.976682132,1.408132334,1.000775522,1.006097474,221,9.067854724,-12.97876087,-13.01025273,0.803229849,0.574734958,0.941058775
midst/nn,-11.21375938,0.201379224,-0.058705668,0.803018513,-0.231351534,0.711671202,0.267527183,1.032327368,1.001327041,1.032327368,0,10.56810665,-11.24715599,-11.25617146,0.269568346,0.285822294,0.94682958
midterm/jj,-14.5689906,0.424948451,3.317172324,0.683638238,0.030900486,2.126097988,0.768202466,1.560889509,1.000153599,1.009593206,175,9.329810872,-12.91104389,-12.96735082,1.21284066,0.796573091,0.540222545
midtown/nnp,-13.60065044,0.567810227,0.74643478,0.56618429,-0.156700937,2.914572363,3.062617794,1.013265112,1.000112088,1.010476338,0,9.072800958,-13.24887021,-13.2605232,0.925280755,0.49030743,0.9284238
mid/vb,-12.82029951,0.3790808,0.302594015,0.404157891,-0.180618148,2.319149237,4.225670869,1.0074581,0.999907046,1.0074581,0,9.462498888,-12.6632047,-12.64926136,0.724168122,0.415454453,0.958061368
midway/nn,-12.21059602,0.460858245,-0.421171025,0.508201718,0.203355046,4.100110223,0.790515143,1.001428492,0.999944693,1.001428492,0,9.508888198,-12.43285874,-12.44889385,0.680221125,0.455018278,0.953055879
midway/nnp,-13.28989675,0.836812272,-0.001983284,0.688785923,-0.107100208,0.422348769,0.292787944,1.014446729,1.000186057,1.014446729,0,8.908018323,-13.27896448,-13.27009021,0.894954518,0.445196251,0.959606872
midway/rb,-12.52855935,0.484134335,-0.199004891,0.566993782,0.075324008,2.980062211,0.926259066,1.006829988,1.000024123,1.006829988,0,9.296151028,-12.6503361,-12.66472466,0.706721785,0.347544788,0.958990201
midwest/nnp,-11.61384772,0.414397077,-0.052058197,0.708127873,-0.058474963,3.163107943,2.409088557,1.04797503,1.003045985,1.023226828,0,10.37239683,-11.68585486,-11.65187,0.656701104,0.624771887,0.984907631
might/md,-7.78830585,0.073256312,0.134997834,0.636887668,0.097914467,2.289344188,2.011014069,3.804990446,1.02572498,3.804990446,0,14.06102833,-7.724978313,-7.729958161,0.104476454,0.582391328,0.92364125
might/nnp,-12.59745835,0.32289119,0.197505869,0.55893675,0.007827878,0.917881161,1.893136565,5.238406218,1.048041444,5.238406218,0,9.358760377,-12.51574274,-12.52681791,0.451182086,0.338518589,0.89471993
